song_name,cleaned_artists,popularity
She's Gone,Daryl Hall & John Oates,61
Give It Up (Turn It Loose),Tyrone Davis,7
Lowdown,Boz Scaggs,49
Did You Boogie (with Your Baby),Flash Cadillac & The Continental Kids,12
Devil Woman,Cliff Richard,47
A Little Bit More,Dr. Hook,40
(Shake Shake Shake) Shake Your Booty,KC & The Sunshine Band,53
So Sad The Song,"['Gladys Knight', 'The Pips']",22
Still the One,Orleans,57
Mr. Melody,Natalie Cole,26
I Can't Live A Dream,The Osmonds,9
This One's for You,Barry Manilow,39
The End Is Not In Sight (The Cowboy Tune) [Live],Amazing Rhythm Aces,6
It's Only Love,ZZ Top,31
I'd Really Love to See You Tonight,The Karaoke Channel,4
Get The Funk Out Ma Face,The Brothers Johnson,47
Getaway,"Earth, Wind & Fire",46
Living It Down,Freddy Fender,2
Let Me Down Easy,American Flyer,6
Things,Anne Murray,5
Full Time Thing (Between Dusk & Dawn),Whirlwind,1
Cathedrals,D.C. LaRue,17
With Your Love,Jefferson Starship,1
You Should Be Dancing,Bee Gees,39
Groovy People,Lou Rawls,25
Cowboy Song,Thin Lizzy,50
Wham Bam Shang-A-Lang,Silver,66
The Raven,The Alan Parsons Tribute Project,1
Say You Love Me,Fleetwood Mac,58
Message in Our Music,The O'Jays,29
Don't Think...Feel,Neil Diamond,15
California Day,Starland Vocal Band,8
Jump,Aretha Franklin,21
Flowers,The Emotions,41
Love Of My Life,Gino Vannelli,19
Here's Some Love,Tanya Tucker,10
One Love In My Lifetime,Diana Ross,10
Queen of My Soul,Average White Band,21
Summer,War,25
The Fez,Steely Dan,36
Like a Sad Song,John Denver,27
You'll Never Find Another Love Like Mine,Lou Rawls,57
Sunrise,Eric Carmen,21
Who'd She Coo?,Ohio Players,28
Shower the People,James Taylor,51
Home Tonight,Aerosmith,29
Love Is Alive,Gary Wright,47
Take a Hand,Rick Springfield,2
Let 'Em In,Wings,25
This Masquerade,George Benson,22
Made to Love You,Gary Wright,18
Gimme Your Money Please,Bachman-Turner Overdrive,30
I'll Play the Fool,Dr. Buzzard's Original Savannah Band,13
"Baby, I Love Your Way",Peter Frampton,52
Sweet Summer Music,Attitudes,11
Kiss and Say Goodbye,The Manhattans,54
Can't You See,Waylon Jennings,45
Howzat,Sherbet,45
Goofus,Carpenters,33
Superstar,Paul Davis,10
Don't Stop Believin',Juliana Hatfield,12
Funny How Time Slips Away,Dorothy Moore,22
Hard Work,John Handy,31
Satin Sheets,The Bellamy Brothers,25
Get Up Offa That Thing,James Brown,62
Popsicle Toes,Michael Franks,31
Turn the Beat Around,Vicki Sue Robinson,44
Can You Do It,Grand Funk Railroad,11
Rock And Roll Music,The Beach Boys,30
Teddy Bear,Red Sovine,18
Last Child,Aerosmith,46
Rocky Mountain Music,Eddie Rabbitt,33
Showdown,Electric Light Orchestra,48
Afternoon Delight,Starland Vocal Band,54
Young Hearts Run Free,Candi Staton,62
I'm Easy,Keith Carradine,31
Moonlight Feels Right,Starbuck,44
Let Her In,John Travolta,0
Springtime Mama,Henry Gross,7
Amber Cascades,America,20
Fire,Mother's Finest,14
No No Joe,Silver Convention,15
Sophisticated Lady (She's A Different Lady),Natalie Cole,23
After The Dance,Marvin Gaye,41
If You Know What I Mean,Neil Diamond,40
Free Spirit,Atlanta Rhythm Section,2
Let Me In,Rick Derringer,7
Wheels of Fortune,The Doobie Brothers,36
You To Me Are Everything,The Real Thing,62
I'm Gonna Let My Heart Do The Walking,The Supremes,9
Something He Can Feel,Aretha Franklin,44
We're All Alone,Frankie Valli,17
Party Line,Andrea True Connection,8
Roxy Roller,The Nick Gilder Sweeney Todd Group,8
"More, More, More Pt. 1",The Karaoke Channel,0
Hold On,The Sons Of Champlin,4
Ode To Billie Joe,Bobbie Gentry,51
Another Rainy Day in New York City,Chicago,16
I'll Be Good To You,The Brothers Johnson,44
Rescue Me,Melissa Manchester,8
I Need To Be In Love,Carpenters,46
Take The Money And Run,Steve Miller Band,67
Don't Touch Me There,The Tubes,0
Honey Child,Bad Company,10
Wake up Susan,The Spinners,8
Shop Around,Captain & Tennille,25
Rose of Cimarron,"['Poco', 'Chelsea Williams']",19
Silly Love Songs,Wings,29
Misty Blue,Dorothy Moore,48
Ten Percent,Double Exposure,41
C'mon Marianne,Donny Osmond,9
Everything's Coming Up Love,David Ruffin,11
It Keeps You Runnin',Carly Simon,12
Cotton Candy,The Sylvers,1
Can't Change My Heart,Cate Brothers,3
"Roots, Rock, Reggae",Bob Marley & The Wailers,55
Sara Smile,Daryl Hall & John Oates,64
Never Gonna Fall in Love Again,Eric Carmen,42
"Try Me, I Know We Can Make It",Donna Summer,28
Today's the Day,America,34
Baby We Better Try To Get It Together,Barry White,41
Rock Creek Park,The Blackbyrds,40
Up The Creek (Without A Paddle),The Temptations,6
BLT,Lee Oskar,3
Framed,Cheech & Chong,22
Love Hangover,Diana Ross,53
Hell Cat,The Bellamy Brothers,16
Kid Charlemagne,Steely Dan,41
Livin' Ain't Livin',Firefall,27
Good Vibrations,Todd Rundgren,1
Save Your Kisses For Me,Brotherhood of Man,37
Mamma Mia,ABBA,70
Somebody's Gettin' It,Johnnie Taylor,8
I Want You,Marvin Gaye,56
Fool for the City,Foghat,12
Takin' It to the Streets,The Doobie Brothers,51
That's Where the Happy People Go,The Trammps,24
Movin',Brass Construction,34
I'll Get Over You,Crystal Gayle,5
I Wanna Stay With You,Gallagher And Lyle,30
"Rain, Oh, Rain",Fool's Gold,8
Breaker Breaker,The Outlaws,6
Say You Love Me,D.J. Rogers,17
Shannon,Henry Gross,38
Open,Smokey Robinson,6
Vaya Con Dios,Freddy Fender,35
Baretta's Theme (Keep Your Eye On The Sparrow),Rhythm Heritage,9
Boogie Fever,The Sylvers,39
Fooled Around And Fell In Love,Elvin Bishop,62
Right Back Where We Started From,Maxine Nightingale,51
You're My Everything,Lee Garrett,12
Nutbush City Limits,Bob Seger,36
Jukin',Atlanta Rhythm Section,0
Thinking of You,Paul Davis,0
Can't Stop Groovin' Now (Wanna Do It Some More),B.T. Express,11
Tryin' to Get the Feeling Again,Barry Manilow,33
Rock and Roll Love Letter,Bay City Rollers,12
Fool To Cry,The Rolling Stones,34
Show Me The Way,Peter Frampton,66
Love In The Shadows,Anita Lindblom,1
Flaming Youth,KISS,38
Union Man,Cate Brothers,10
Dance Wit Me,"['Chaka Khan', 'Rufus & Chaka Khan']",34
Strange Magic,Electric Light Orchestra,52
It's Over,Boz Scaggs,40
Lonely Teardrops,Narvel Felts,3
Young Blood,Bad Company,10
Still Crazy After All These Years,Paul Simon,56
Disco Lady,Johnnie Taylor,34
Love Really Hurts Without You,Billy Ocean,64
Bigfoot,Bro Smith,1
Let Your Love Flow,The Bellamy Brothers,66
Everything That 'Cha Do (Will Come Back To You),Wet Willie,1
High Out Of Time,Carole King,9
Let It Shine,Santana,21
Happy Music,The Blackbyrds,23
Don't Pull Your Love/Then You Can Tell Me Goodbye,Glen Campbell,30
Could It Be Magic,Donna Summer,43
It Makes Me Giggle,John Denver,10
It's Cool,The Tymes,7
Better Days,Melissa Manchester,5
Only Sixteen,Dr. Hook,40
Anytime (I'll Be There),Paul Anka,26
'Til I Can Make It on My Own,Tammy Wynette,25
Music,John Miles,32
Sweet Love,Commodores,36
Lookin' Out For #1,Bachman-Turner Overdrive,34
Lonely Night (Angel Face),Captain & Tennille,18
Don't Stop It Now,Hot Chocolate,18
Falling Apart At the Seams,Marmalade,21
"I Do, I Do, I Do, I Do, I Do",ABBA,52
Fallen Angel,Frankie Valli,25
It Should Have Been Me,Yvonne Fair,44
This Is It,Melba Moore,49
There's a Kind of Hush (All Over the World),Dami Im,21
Livin' for the Weekend,The O'Jays,27
Sweet Thing,"['Chaka Khan', 'Rufus & Chaka Khan']",40
Dream On,Aerosmith,76
Can't Hide Love,"Earth, Wind & Fire",51
Dream Weaver,Gary Wright,55
Lorelei,Styx,31
Deep Purple,Donny & Marie Osmond,15
Action,Sweet,23
Money Honey,Bay City Rollers,9
Forever Lovers,Mac Davis,8
Arms of Mary,"['Ron Albert', 'Howle Albert', 'Sutherland Brothers & Quiver']",27
He's A Friend,Eddie Kendricks,30
I'm Mandy Fly Me,10cc,38
Fopp,Ohio Players,6
I Thought It Took A Little Time (But Today I Fell In Love),Diana Ross,17
Let's Make a Baby,Billy Paul,30
All By Myself,Eric Carmen,60
Love Hurts,Nazareth,47
Looking for Space,John Denver,40
Hey Baby,Ted Nugent,42
Only Love Is Real,Carole King,34
You Are Beautiful,The Stylistics,15
Love Hangover,The 5th Dimension,13
Mighty High,Mighty Clouds Of Joy,5
We Can't Hide It Anymore,Larry Santos,12
Tangerine,The Salsoul Orchestra,20
You'll Lose a Good Thing,Freddy Fender,9
Love Fire,Jigsaw,11
Junk Food Junkie,Larry Groce,0
Hit the Road Jack,Stampeders,19
There Won't Be No Country Music (There Won't Be No Rock 'N' Roll),C.W. McCall,25
Mozambique,Bob Dylan,40
Fanny (Be Tender With My Love),Bee Gees,47
Ophelia,The Band,30
"Here, There and Everywhere",Emmylou Harris,40
Queen of Clubs,KC & The Sunshine Band,22
50 Ways to Leave Your Lover,Paul Simon,66
Cupid,Tony Orlando & Dawn,7
Inseparable,Natalie Cole,39
Slow Ride,Foghat,54
Venus,Frankie Avalon,37
Just You And I,Melissa Manchester,6
Double Trouble,Lynyrd Skynyrd,42
Locomotive Breath,Jethro Tull,57
Love To Love You Baby,Donna Summer,43
Love Is The Drug,Roxy Music,58
The Jam,Graham Central Station,44
Scotch on the Rocks,Band of the Black Watch,7
Once a Fool,"['The Kiki Dee Band', 'Kiki Dee']",5
I Write The Songs,Barry Manilow,48
Love Lifted Me,Kenny Rogers,35
Times Of Your Life,Paul Anka,42
You Sexy Thing,Hot Chocolate,70
Take It Like A Man,Bachman-Turner Overdrive,23
Hold Back the Night,The Trammps,36
Train Called Freedom,South Shore Commission,0
The Call,Anne Murray,6
Convoy,C.W. McCall,55
Love Me Tonight,Head East,27
Breaking Up Is Hard to Do,Neil Sedaka,56
Squeeze Box,The Who,39
Tracks of My Tears,Linda Ronstadt,31
Banapple Gas,Yusuf / Cat Stevens,20
Sing a Song,"Earth, Wind & Fire",52
Rattlesnake,Ohio Players,8
Keep Holding On,The Temptations,6
Make Me Smile (Come up and See Me),"['Steve Harley', 'Steve Harley & Cockney Rebel']",34
Evil Woman,Electric Light Orchestra,62
Break Away,Art Garfunkel,29
Renegade,Michael Martin Murphey,3
Paloma Blanca,George Baker Selection,44
Somewhere In The Night,Helen Reddy,1
Lady Bump,Penny McLean,36
January,Pilot,36
Love Rollercoaster,Ohio Players,59
If I Only Knew,The Ozark Mountain Daredevils,11
In France They Kiss on Main Street,Joni Mitchell,36
Remember Me,Willie Nelson,5
Since I Fell for You,Charlie Rich,4
Can the Can,Suzi Quatro,44
Texas,The Charlie Daniels Band,27
Fox On The Run,Sweet,41
Quiet Storm,Smokey Robinson,40
Chain Gang Medley,Jim Croce,30
Let The Music Play,Barry White,37
I Love Music (Part 1),The Karaoke Channel,0
Take Me,Grand Funk Railroad,24
Fly Away,John Denver,42
Love or Leave,The Spinners,18
Walk Away From Love,David Ruffin,45
Rock And Roll All Nite - Live,KISS,27
Close to You,B.T. Express,7
Country Boy (You Got Your Feet In L.A.),Glen Campbell,21
Over My Head,Fleetwood Mac,51
Amazing Grace (Used To Be Her Favorite Song) - Live,Amazing Rhythm Aces,4
Make Love to Your Mind,Bill Withers,21
Once You Hit the Road,Dionne Warwick,0
That's the Way (I Like It),KC & The Sunshine Band,43
Tenth Avenue Freeze-Out,Bruce Springsteen,52
One Fine Day,Julie Kerr,0
Saturday Night,Bay City Rollers,51
Back To The Island,Leon Russell,29
Let's Do It Again,The Staple Singers,40
Easy as Pie,The Karaoke Channel,0
Fly Robin Fly,Silver Convention,44
That's Why I Love You,Andrew Gold,5
Funky Weekend,The Stylistics,17
You're Fooling You,The Dramatics,9
Young Love,Ray Stevens,3
We're on the Right Track,South Shore Commission,4
Tonight's The Night,"['S.S.O', 'The Sugar Sisters', 'Douglas Lucas']",10
Woman Tonight,America,34
Feelings,Morris Albert,42
Sky High,Jigsaw,35
Part Time Love,Gladys Knight & The Pips,15
Nights On Broadway,Bee Gees,50
I Cheat the Hangman,The Doobie Brothers,22
Island Girl,Elton John,40
For a Dancer,Prelude,3
The Way I Want To Touch You,Captain & Tennille,32
Down To The Line,Bachman-Turner Overdrive,21
Full of Fire,Al Green,37
Play on Love,Jefferson Starship,24
My Little Town,Simon & Garfunkel,47
Free Ride,Tavares,4
Fire on the Mountain,The Marshall Tucker Band,57
Breakfast For Two,Country Joe McDonald,14
Our Day Will Come,Frankie Valli,29
Volare,Al Martino,7
Christmas for Cowboys,John Denver,15
Going Down Slowly,The Pointer Sisters,13
Art For Art's Sake,10cc,37
The Zip,MFSB,10
Happy,Eddie Kendricks,6
I Believe in Father Christmas,Greg Lake,26
Who Loves You,Frankie Valli & The Four Seasons,42
I Want'a Do Something Freaky To You,Leon Haywood,35
Low Rider,War,62
Secret Love,Freddy Fender,10
Blue Eyes Crying In the Rain,Willie Nelson,53
How High the Moon,Gloria Gaynor,21
Almost Saturday Night,Ed Payne,0
I'm On Fire,5000 Volts,26
I Only Have Eyes for You,Art Garfunkel,29
Caribbean Festival,Kool & The Gang,14
Never Been Any Reason,Head East,49
Miracles,Jefferson Starship,51
I'm Sorry,John Denver,42
S.O.S.,ABBA,59
Love Hurts,Jim Capaldi,13
Operator,The Manhattan Transfer,32
Do It Any Way You Wanna,People's Choice,36
They Just Can't Stop It The (Games People Play),The Spinners,35
Since I Met You Baby,Freddy Fender,5
Just Too Many People,Melissa Manchester,6
"Nice, Nice, Very Nice","['Ambrosia', 'Alan Parsons']",35
Lady Blue,Leon Russell,28
We All Gotta Stick Together,Four Tops,2
Sunday Sunrise,Anne Murray,4
Welcome to My Nightmare,Alice Cooper,47
Skybird,Tony Orlando & Dawn,3
Brazil,The Ritchie Family,26
Diamonds And Rust,Joan Baez,55
Born to Run,Bruce Springsteen,72
What a Diff'rence a Day Makes,Esther Phillips,25
Ballroom Blitz,Sweet,50
Sailing,Rod Stewart,65
Everything's the Same (Ain't Nothing Changed),Billy Swan,22
The Agony And The Ecstasy,Smokey Robinson,51
It Only Takes A Minute,Tavares,36
Mexico,James Taylor,58
I'll Go To My Grave Loving You,The Statler Brothers,36
It's Time For Love,The Chi-Lites,22
Ain't No Way To Treat A Lady,Helen Reddy,29
Keep on Tryin',Poco,34
Are You Sure Hank Done It This Way,Waylon Jennings,55
Rockin' All Over The World,John Fogerty,29
Dance with Me,Orleans,56
Better By The Pound,Funkadelic,22
Every Day I Have to Cry Some,Arthur Alexander,1
Sweet Sticky Thing,Ohio Players,38
There Goes Another Love Song,The Outlaws,46
Carolina In the Pines,Michael Murphey,21
So In Love,Curtis Mayfield,32
Indian Love Call,Ray Stevens,7
Just a Smile,Pilot,21
Rhinestone Cowboy,Glen Campbell,41
I Get High On You,Sly Stone,14
(If You Want It) Do It Yourself,Gloria Gaynor,18
Run Joey Run,David Geddes,33
Wasted Days and Wasted Nights,Freddy Fender,48
At Seventeen,"['Jodie Brooke Wilson', 'Janis Ian']",37
Could It Be Magic,Barry Manilow,45
How Long (Betcha' Got A Chick On The Side),The Pointer Sisters,22
More and More,Carly Simon,2
I Don't Want To Be A Lone Ranger,"Johnny ""Guitar"" Watson",21
That's the Way of the World,"Earth, Wind & Fire",53
Katmandu,Bob Seger,43
Get Down Tonight,KC & The Sunshine Band,40
Fallin' In Love,"['Hamilton', 'Joe Frank', 'Reynolds']",17
Feel Like Makin' Love,Bad Company,32
Money,Gladys Knight & The Pips,4
Daisy Jane,America,40
You'Re All I Need To Get By,Tony Orlando & Dawn,4
Only You Can,Fox,21
Solitaire,Carpenters,44
(All I Have To Do Is) Dream,Nitty Gritty Dirt Band,3
The Proud One,The Osmonds,22
Your Love,Graham Central Station,19
Third Rate Romance,Amazing Rhythm Aces,1
Leftovers,Millie Jackson,20
How Sweet It Is (To Be Loved by You),James Taylor,61
If I Could Only Win Your Love,Emmylou Harris,13
Don't It Make You Wanna Dance,Rusty Wier,17
Someone Saved My Life Tonight,Elton John,53
What You Got,Duke And The Drivers,5
Keep Your Eye On The Sparrow,Merry Clayton,10
Love Will Keep Us Together,Captain & Tennille,57
The Millionaire,Dr. Hook,40
Holdin' on to Yesterday,"['Ambrosia', 'Alan Parsons']",43
Tush,ZZ Top,43
Please Mr. Please,Olivia Newton-John,39
Love Is a Rose,Linda Ronstadt,35
Two Fine People,Yusuf / Cat Stevens,15
Glasshouse,The Temptations,9
Sweet Maxine,The Doobie Brothers,30
Dream Merchant,The New Birth,28
Why Can't We Be Friends,War,55
Alvin Stone (The Birth and Death of a Gangster),The Fantastic Four,6
I'm Not In Love,10cc,69
Hope That We Can Be Together Soon,"['Harold Melvin & The Blue Notes', 'Sharon Paige']",26
Department of Youth,Alice Cooper,30
Out Of Time,The Rolling Stones,47
Midnight Blue,Melissa Manchester,41
That's When The Music Takes Me,Anita Lindblom,0
'Til The World Ends,Three Dog Night,8
Listen To What The Man Said,Wings,27
Get The Cream Off The Top,Eddie Kendricks,12
Forever Came Today,The Jackson 5,30
Inside My Love,Minnie Riperton,39
Chocolate Chip,Isaac Hayes,6
Mornin' Beautiful,Tony Orlando & Dawn,14
Just A Little Bit Of You,Michael Jackson,23
The Hustle,Van McCoy & The Soul City Symphony,28
Look At Me (I'm In Love),The Moments,7
Can't Give You Anything (But My Love),The Stylistics,34
Turn Back The Pages,Stephen Stills,17
Slippery When Wet,Commodores,50
The Way We Were / Try to Remember,Gladys Knight & The Pips,32
Rockin' Chair,Gwen McCrae,34
Swearin' to God,Frankie Valli,19
Every Time You Touch Me (I Get High),Charlie Rich,4
Rock & Roll Runaway,Ace,11
Magic,Pilot,55
Honey Trippin',The Mystic Moods Orchestra,2
(Call Me Your) Anything Man,Bobby Moore,4
Saturday Night Special,Lynyrd Skynyrd,53
Blue Sky,Joan Baez,28
Free Man,South Shore Commission,15
Bluebird,Helen Reddy,0
"Oh Me, Oh My (Dreams in My Arms)",Al Green,9
Let Me Make Love To You,The O'Jays,20
Waterfall,Carly Simon,9
Action Speaks Louder Than Words,Chocolate Milk,25
Misty,Ray Stevens,30
Disco Queen,Hot Chocolate,18
Chase The Clouds Away,Chuck Mangione,24
Wildfire,Michael Martin Murphey,44
Sweet Emotion,Aerosmith,72
Hey You,Bachman-Turner Overdrive,43
Sneakin' Up Behind You,The Brecker Brothers,9
I'm Not Lisa,Jessi Colter,38
Love Won't Let Me Wait,Major Harris,35
"Get Down, Get Down (Get On The Floor)",Joe Simon,7
El Bimbo,Bimbo Jet,30
Take Me to the River,Syl Johnson,18
Thank God I'm a Country Boy,John Denver,62
When Will I Be Loved,Linda Ronstadt,50
Rag Doll,Sammy Johns,5
Sister Golden Hair,America,65
Funny How Love Can Be,The First Class,2
Got To Get You Into My Life,"Blood, Sweat & Tears",20
Burnin' Thing,Mac Davis,7
Make The World Go Away,Donny & Marie Osmond,13
I'll Play for You,Seals and Crofts,42
Bad Time,Grand Funk Railroad,39
The Last Farewell,Roger Whittaker,26
Keep Our Love Alive,Paul Davis,3
Baby That's Backatcha,Smokey Robinson,31
Black Friday,Steely Dan,42
Old Days,Chicago,39
I'll Do For You Anything You Want Me To,Barry White,36
Please Pardon Me (You Remind Me Of A Friend),"['Chaka Khan', 'Rufus & Chaka Khan']",8
T-R-O-U-B-L-E,Elvis Presley,13
Attitude Dancing,Carly Simon,24
Lizzie And The Rainman,Tanya Tucker,5
Give the People What They Want,The O'Jays,35
Long Haired Country Boy,The Charlie Daniels Band,59
Do It in the Name of Love,Ben E. King,12
Reconsider Me,Narvel Felts,6
Jackie Blue,The Ozark Mountain Daredevils,49
Feelin' That Glow,Roberta Flack,24
Baby - Get It On,Ike & Tina Turner,22
Wonderful Baby,Don McLean,28
Chocolate City,Parliament,28
One Man Band,Leo Sayer,25
Two Lane Highway,Pure Prairie League,36
Walk On By,Gloria Gaynor,13
How Long,Ace,54
Before the Next Teardrop Falls,Freddy Fender,46
Shakey Ground,The Temptations,32
Only Yesterday,Carpenters,48
Rock And Roll All Nite,KISS,73
Shoeshine Boy,Eddie Kendricks,28
He Don't Love You [Like I Love You],Tony Orlando & Dawn,34
What Can I Do For You?,LaBelle,17
Sex Machine Part I,James Brown,16
Killer Queen,Queen,68
Seven Lonely Nights,Four Tops,21
"Sail On, Sailor",The Beach Boys,20
Blanket On The Ground,Billie Jo Spears,47
Sadie,The Spinners,35
No Charge,Shirley Caesar,0
Bloody Well Right,Supertramp,53
Check It Out,Bobby Womack,10
How Glad I Am,"['The Kiki Dee Band', 'Kiki Dee']",6
Rainy Day People,Gordon Lightfoot,17
Let There Be Music,Orleans,2
Touch Me Baby (Reaching Out for Your Love),Tamiko Jones,3
Astral Man,Nektar,8
Rolling Down a Mountainside,The Main Ingredient,21
Dixie Rock,Wet Willie,26
Hurt,The Manhattans,39
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song - Live,B.J. Thomas,26
Walking In Rhythm,The Blackbyrds,42
Long Tall Glasses (I Can Dance),Leo Sayer,1
99 Miles from L.A.,Albert Hammond,3
It's a Miracle,Barry Manilow,28
Chevy Van,Sammy Johns,37
Don't Tell Me Goodnight,Lobo,25
I Want To Be Free,Ohio Players,37
Amie,Pure Prairie League,54
Thank You Baby,The Stylistics,16
You Need Love,Styx,18
Tryin' to Beat the Morning Home,T.G. Sheppard,3
L-O-V-E (Love),Al Green,37
Lovin' You,Minnie Riperton,50
What Am I Gonna Do With You,Barry White,47
